day_of_year,hour_of_day,time_in_secs
06-08-18,17,2176
06-08-18,18,2042
06-08-18,19,2232
06-08-18,20,2412
06-08-18,21,2283
06-08-18,22,1903
06-08-18,23,2220
06-09-18,0,2986
06-09-18,1,2356
06-09-18,2,2332
06-09-18,3,1976
06-09-18,4,2768
06-09-18,5,2170
06-09-18,6,2886
06-09-18,7,3044
06-09-18,8,2770
06-09-18,9,2744
06-09-18,10,2761
06-09-18,11,2688
06-09-18,12,2742
06-09-18,13,1973
06-09-18,14,2051
06-09-18,15,2350
06-09-18,16,2435
06-09-18,17,2409
06-09-18,18,2898
06-09-18,19,2188
06-09-18,20,2071
06-09-18,21,2694
06-09-18,22,2761
06-09-18,23,1986
06-10-18,0,2867
06-10-18,1,2646
06-10-18,2,2425
06-10-18,3,2394
06-10-18,4,2111
06-10-18,5,2954
06-10-18,6,2413
06-10-18,7,2930
06-10-18,8,3560
06-10-18,9,2715
06-10-18,10,2057
06-10-18,11,1913
06-10-18,12,2843
06-10-18,13,2588
06-10-18,14,2807
06-10-18,15,2886
06-10-18,16,2387
06-10-18,17,2919
06-10-18,18,2410
06-10-18,19,2343
06-10-18,20,2083
06-10-18,21,1961
06-10-18,22,2428
06-10-18,23,2051
06-11-18,0,2403
06-11-18,1,2688
06-11-18,2,2142
06-11-18,3,2578
06-11-18,4,2633
06-11-18,5,3018
06-11-18,6,2855
06-11-18,7,2849
06-11-18,8,3692
06-11-18,9,2179
06-11-18,10,2359
06-11-18,11,1915
06-11-18,12,2725
06-11-18,13,2366
06-11-18,14,2414
06-11-18,15,2115
06-11-18,16,2644
06-11-18,17,2460
06-11-18,18,2178
06-11-18,19,2019
06-11-18,20,2643
06-11-18,21,1874
06-11-18,22,1936
06-11-18,23,2640
06-12-18,0,2682
06-12-18,1,2636
06-12-18,2,2465
06-12-18,3,2785
06-12-18,4,2867
06-12-18,5,2239
06-12-18,6,2266
06-12-18,7,3705
06-12-18,8,3338
06-12-18,9,2277
06-12-18,10,2887
06-12-18,11,2831
06-12-18,12,2302
06-12-18,13,2293
06-12-18,14,2455
06-12-18,15,2815
06-12-18,16,2731
06-12-18,17,3169
06-12-18,18,2174
06-12-18,19,2166
06-12-18,20,2830
06-12-18,21,2310
06-12-18,22,2311
06-12-18,23,2198
06-13-18,0,2192
06-13-18,1,2005
06-13-18,2,1886
06-13-18,3,2646
06-13-18,4,2568
06-13-18,5,2960
06-13-18,6,2625
06-13-18,7,3776
06-13-18,8,3679
06-13-18,9,2467
06-13-18,10,2254
06-13-18,11,1946
06-13-18,12,2566
06-13-18,13,2314
06-13-18,14,2611
06-13-18,15,2584
06-13-18,16,3014
06-13-18,17,2417
06-13-18,18,2103
06-13-18,19,2746
06-13-18,20,2802
06-13-18,21,2241
06-13-18,22,2380
06-13-18,23,2197
06-14-18,0,2248
06-14-18,1,2826
06-14-18,2,1963
06-14-18,3,2581
06-14-18,4,2180
06-14-18,5,2536
06-14-18,6,3000
06-14-18,7,2820
06-14-18,8,3236
06-14-18,9,2798
06-14-18,10,2528
06-14-18,11,2262
06-14-18,12,2720
06-14-18,13,2174
06-14-18,14,2521
06-14-18,15,2044
06-14-18,16,2723
06-14-18,17,2833
06-14-18,18,2386
06-14-18,19,2491
06-14-18,20,2608
06-14-18,21,2288
06-14-18,22,2438
06-14-18,23,2498
06-15-18,0,2701
06-15-18,1,2556
06-15-18,2,1803
06-15-18,3,1952
06-15-18,4,2018
06-15-18,5,2106
06-15-18,6,3063
06-15-18,7,2648
06-15-18,8,2490
06-15-18,9,3011
06-15-18,10,2821
06-15-18,11,2692
06-15-18,12,2561
06-15-18,13,1952
06-15-18,14,2074
06-15-18,15,2395
06-15-18,16,2040
06-15-18,17,2912
06-15-18,18,2413
06-15-18,19,2862
06-15-18,20,1992
06-15-18,21,1908
06-15-18,22,2622
06-15-18,23,2141
06-16-18,0,2415
06-16-18,1,1962
06-16-18,2,2329
06-16-18,3,2568
06-16-18,4,2103
06-16-18,5,2553
06-16-18,6,2297
06-16-18,7,3716
06-16-18,8,3681
06-16-18,9,2958
06-16-18,10,2493
06-16-18,11,2175
06-16-18,12,2605
06-16-18,13,2634
06-16-18,14,2601
06-16-18,15,2133
06-16-18,16,2588
06-16-18,17,3031
06-16-18,18,2446
06-16-18,19,2286
06-16-18,20,2535
06-16-18,21,2276
06-16-18,22,2126
06-16-18,23,2597
06-17-18,0,2691
06-17-18,1,1975
06-17-18,2,2008
06-17-18,3,2122
06-17-18,4,2257
06-17-18,5,2241
06-17-18,6,2448
06-17-18,7,3458
06-17-18,8,3450
06-17-18,9,2917
06-17-18,10,2425
06-17-18,11,2807
06-17-18,12,2082
06-17-18,13,2106
06-17-18,14,2182
06-17-18,15,2733
06-17-18,16,2111
06-17-18,17,2624
06-17-18,18,2261
06-17-18,19,2049
06-17-18,20,2811
06-17-18,21,2302
06-17-18,22,2015
06-17-18,23,2589
06-18-18,0,2194
06-18-18,1,2343
06-18-18,2,2626
06-18-18,3,2600
06-18-18,4,2554
06-18-18,5,2496
06-18-18,6,2406
06-18-18,7,3762
06-18-18,8,3483
06-18-18,9,2899
06-18-18,10,2435
06-18-18,11,2473
06-18-18,12,2537
06-18-18,13,2339
06-18-18,14,2598
06-18-18,15,2461
06-18-18,16,2414
06-18-18,17,2760
06-18-18,18,2553
06-18-18,19,2077
06-18-18,20,2042
06-18-18,21,2496
06-18-18,22,1884
06-18-18,23,2476
06-19-18,0,2582
06-19-18,1,2290
06-19-18,2,1824
06-19-18,3,2312
06-19-18,4,2705
06-19-18,5,2467
06-19-18,6,3068
06-19-18,7,2977
06-19-18,8,3286
06-19-18,9,3043
06-19-18,10,2509
06-19-18,11,2537
06-19-18,12,1935
06-19-18,13,2673
06-19-18,14,2891
06-19-18,15,2453
06-19-18,16,2682
06-19-18,17,2724
06-19-18,18,2534
06-19-18,19,2105
06-19-18,20,2478
06-19-18,21,2340
06-19-18,22,2112
06-19-18,23,2357
06-20-18,0,2416
06-20-18,1,2824
06-20-18,2,2646
06-20-18,3,2703
06-20-18,4,2092
06-20-18,5,3052
06-20-18,6,2603
06-20-18,7,2820
06-20-18,8,3726
06-20-18,9,2307
06-20-18,10,2052
06-20-18,11,2164
06-20-18,12,2116
06-20-18,13,2598
06-20-18,14,2480
06-20-18,15,2524
06-20-18,16,2514
06-20-18,17,2819
06-20-18,18,2949
06-20-18,19,2064
06-20-18,20,2768
06-20-18,21,2453
06-20-18,22,2303
06-20-18,23,2810
06-21-18,0,2683
06-21-18,1,2285
06-21-18,2,1884
06-21-18,3,1921
06-21-18,4,2255
06-21-18,5,2327
06-21-18,6,2777
06-21-18,7,3402
06-21-18,8,3510
06-21-18,9,2095
06-21-18,10,2737
06-21-18,11,2180
06-21-18,12,2364
06-21-18,13,2522
06-21-18,14,2815
06-21-18,15,2851
06-21-18,16,2157
06-21-18,17,3133
06-21-18,18,2728
06-21-18,19,2976
06-21-18,20,2292
06-21-18,21,1892
06-21-18,22,1908
06-21-18,23,2903
06-22-18,0,2533
06-22-18,1,2572
06-22-18,2,1961
06-22-18,3,1986
06-22-18,4,2308
06-22-18,5,2326
06-22-18,6,2705
06-22-18,7,2811
06-22-18,8,3585
06-22-18,9,3009
06-22-18,10,2499
06-22-18,11,2723
06-22-18,12,1951
06-22-18,13,2010
06-22-18,14,2299
06-22-18,15,2168
06-22-18,16,2750
06-22-18,17,2725
06-22-18,18,2535
06-22-18,19,1985
06-22-18,20,2712
06-22-18,21,1870
06-22-18,22,2200
06-22-18,23,2921
06-23-18,0,2985
06-23-18,1,2178
06-23-18,2,1988
06-23-18,3,2401
06-23-18,4,2435
06-23-18,5,2855
06-23-18,6,2435
06-23-18,7,3769
06-23-18,8,3538
06-23-18,9,2572
06-23-18,10,2817
06-23-18,11,2801
06-23-18,12,2865
06-23-18,13,2625
06-23-18,14,2459
06-23-18,15,2799
06-23-18,16,3012
06-23-18,17,2958
06-23-18,18,2371
06-23-18,19,2808
06-23-18,20,2728
06-23-18,21,2737
06-23-18,22,2400
06-23-18,23,2721
06-24-18,0,2366
06-24-18,1,2077
06-24-18,2,2338
06-24-18,3,2450
06-24-18,4,2925
06-24-18,5,2993
06-24-18,6,2968
06-24-18,7,3797
06-24-18,8,2945
06-24-18,9,2505
06-24-18,10,2853
06-24-18,11,2815
06-24-18,12,2132
06-24-18,13,2415
06-24-18,14,2669
06-24-18,15,2289
06-24-18,16,2187
06-24-18,17,2302
06-24-18,18,2982
06-24-18,19,2738
06-24-18,20,2471
06-24-18,21,2544
06-24-18,22,2664
06-24-18,23,2161
06-25-18,0,2927
06-25-18,1,2581
06-25-18,2,2577
06-25-18,3,2500
06-25-18,4,2697
06-25-18,5,2617
06-25-18,6,2111
06-25-18,7,3630
06-25-18,8,3471
06-25-18,9,2586
06-25-18,10,2683
06-25-18,11,1962
06-25-18,12,2234
06-25-18,13,1923
06-25-18,14,2877
06-25-18,15,2551
06-25-18,16,2869
06-25-18,17,2935
06-25-18,18,2939
06-25-18,19,2454
06-25-18,20,1961
06-25-18,21,2383
06-25-18,22,2063
06-25-18,23,2851
06-26-18,0,2728
06-26-18,1,2736
06-26-18,2,1942
06-26-18,3,1872
06-26-18,4,2785
06-26-18,5,2492
06-26-18,6,2566
06-26-18,7,3475
06-26-18,8,2660
06-26-18,9,2352
06-26-18,10,2667
06-26-18,11,2680
06-26-18,12,2110
06-26-18,13,2048
06-26-18,14,1953
06-26-18,15,2930
06-26-18,16,2860
06-26-18,17,2864
06-26-18,18,2123
06-26-18,19,2252
06-26-18,20,2388
06-26-18,21,2451
06-26-18,22,2327
06-26-18,23,2859
06-27-18,0,3010
06-27-18,1,2100
06-27-18,2,2245
06-27-18,3,2190
06-27-18,4,2265
06-27-18,5,2394
06-27-18,6,3011
06-27-18,7,3672
06-27-18,8,2764
06-27-18,9,2385
06-27-18,10,2061
06-27-18,11,2682
06-27-18,12,2844
06-27-18,13,2771
06-27-18,14,2600
06-27-18,15,2912
06-27-18,16,2501
06-27-18,17,2505
06-27-18,18,2616
06-27-18,19,2793
06-27-18,20,2182
06-27-18,21,2509
06-27-18,22,2314
06-27-18,23,1989
06-28-18,0,2911
06-28-18,1,2650
06-28-18,2,2067
06-28-18,3,2453
06-28-18,4,2909
06-28-18,5,2135
06-28-18,6,2901
06-28-18,7,3442
06-28-18,8,3114
06-28-18,9,2833
06-28-18,10,2478
06-28-18,11,2758
06-28-18,12,2701
06-28-18,13,2324
06-28-18,14,1950
06-28-18,15,2112
06-28-18,16,2690
06-28-18,17,2654
06-28-18,18,2947
06-28-18,19,2413
06-28-18,20,2307
06-28-18,21,1955
06-28-18,22,2553
06-28-18,23,2360
06-29-18,0,2395
06-29-18,1,2174
06-29-18,2,2291
06-29-18,3,2296
06-29-18,4,2022
06-29-18,5,2671
06-29-18,6,2582
06-29-18,7,3456
06-29-18,8,3154
06-29-18,9,2648
06-29-18,10,2715
06-29-18,11,2140
06-29-18,12,1956
06-29-18,13,2148
06-29-18,14,2075
06-29-18,15,2185
06-29-18,16,2650
06-29-18,17,2397
06-29-18,18,2910
06-29-18,19,2139
06-29-18,20,2735
06-29-18,21,2643
06-29-18,22,2310
06-29-18,23,2666
06-30-18,0,2339
06-30-18,1,2060
06-30-18,2,1880
06-30-18,3,2196
06-30-18,4,2768
06-30-18,5,2568
06-30-18,6,3113
06-30-18,7,2626
06-30-18,8,3549
06-30-18,9,3034
06-30-18,10,2485
06-30-18,11,2353
06-30-18,12,2647
06-30-18,13,2019
06-30-18,14,2861
06-30-18,15,2765
06-30-18,16,2172
06-30-18,17,2659
06-30-18,18,2809
06-30-18,19,2917
06-30-18,20,2008
06-30-18,21,2306
06-30-18,22,2098
06-30-18,23,2151
07-01-18,0,2378
07-01-18,1,1982
07-01-18,2,2211
07-01-18,3,2591
07-01-18,4,2432
07-01-18,5,2379
07-01-18,6,2455
07-01-18,7,3762
07-01-18,8,2771
07-01-18,9,2915
07-01-18,10,2138
07-01-18,11,2509
07-01-18,12,2847
07-01-18,13,2757
07-01-18,14,2724
07-01-18,15,2666
07-01-18,16,2818
07-01-18,17,2333
07-01-18,18,2518
07-01-18,19,2081
07-01-18,20,2807
07-01-18,21,2095
07-01-18,22,1963
07-01-18,23,2512
07-02-18,0,2203
07-02-18,1,2814
07-02-18,2,2013
07-02-18,3,2723
07-02-18,4,2615
07-02-18,5,2179
07-02-18,6,2921
07-02-18,7,2719
07-02-18,8,3479
07-02-18,9,2175
07-02-18,10,2450
07-02-18,11,2356
07-02-18,12,2339
07-02-18,13,1969
07-02-18,14,2563
07-02-18,15,2649
07-02-18,16,3002
07-02-18,17,2481
07-02-18,18,2442
07-02-18,19,2449
07-02-18,20,2488
07-02-18,21,2048
07-02-18,22,2759
07-02-18,23,2822
07-03-18,0,2767
07-03-18,1,2860
07-03-18,2,2376
07-03-18,3,2358
07-03-18,4,2277
07-03-18,5,2845
07-03-18,6,2132
07-03-18,7,3464
07-03-18,8,3634
07-03-18,9,2854
07-03-18,10,2417
07-03-18,11,1929
07-03-18,12,2822
07-03-18,13,2549
07-03-18,14,2794
07-03-18,15,2534
07-03-18,16,2453
07-03-18,17,2777
07-03-18,18,2674
07-03-18,19,2389
07-03-18,20,2676
07-03-18,21,2076
07-03-18,22,1882
07-03-18,23,1978
07-04-18,0,2560
07-04-18,1,1943
07-04-18,2,1938
07-04-18,3,2648
07-04-18,4,2373
07-04-18,5,2354
07-04-18,6,2957
07-04-18,7,3710
07-04-18,8,3392
07-04-18,9,2631
07-04-18,10,2723
07-04-18,11,1991
07-04-18,12,2188
07-04-18,13,2669
07-04-18,14,1965
07-04-18,15,2357
07-04-18,16,2341
07-04-18,17,2213
07-04-18,18,2840
07-04-18,19,2462
07-04-18,20,2652
07-04-18,21,1993
07-04-18,22,2458
07-04-18,23,2873
07-05-18,0,2112
07-05-18,1,2620
07-05-18,2,2083
07-05-18,3,2530
07-05-18,4,2171
07-05-18,5,3043
07-05-18,6,2154
07-05-18,7,2679
07-05-18,8,3307
07-05-18,9,2531
07-05-18,10,2220
07-05-18,11,2459
07-05-18,12,2217
07-05-18,13,2183
07-05-18,14,2063
07-05-18,15,2909
07-05-18,16,2452
07-05-18,17,2784
07-05-18,18,2618
07-05-18,19,2646
07-05-18,20,2702
07-05-18,21,2522
07-05-18,22,2260
07-05-18,23,2829
07-06-18,0,2308
07-06-18,1,2087
07-06-18,2,2252
07-06-18,3,2210
07-06-18,4,2238
07-06-18,5,2117
07-06-18,6,2314
07-06-18,7,3898
07-06-18,8,3701
07-06-18,9,2617
07-06-18,10,2086
07-06-18,11,2025
07-06-18,12,2617
07-06-18,13,2008
07-06-18,14,2456
07-06-18,15,2318
07-06-18,16,2481
07-06-18,17,2487
07-06-18,18,2414
07-06-18,19,2359
07-06-18,20,2084
07-06-18,21,2540
07-06-18,22,2388
07-06-18,23,2387
07-07-18,0,2056
07-07-18,1,2696
07-07-18,2,2047
07-07-18,3,1938
07-07-18,4,2354
07-07-18,5,2242
07-07-18,6,2274
07-07-18,7,3806
07-07-18,8,3258
07-07-18,9,3030
07-07-18,10,2412
07-07-18,11,2204
07-07-18,12,2661
07-07-18,13,2371
07-07-18,14,2290
07-07-18,15,2302
07-07-18,16,2514
07-07-18,17,2889
07-07-18,18,2673
07-07-18,19,2849
07-07-18,20,2454
07-07-18,21,2097
07-07-18,22,2615
07-07-18,23,2235
07-08-18,0,2804
07-08-18,1,2409
07-08-18,2,2035
07-08-18,3,2112
07-08-18,4,2369
07-08-18,5,2278
07-08-18,6,2450
07-08-18,7,3793
07-08-18,8,3711
07-08-18,9,2977
07-08-18,10,2196
07-08-18,11,2289
07-08-18,12,2554
07-08-18,13,2765
07-08-18,14,2472
07-08-18,15,2143
07-08-18,16,2608
07-08-18,17,3083
07-08-18,18,2492
07-08-18,19,2025
07-08-18,20,2350
07-08-18,21,2422
07-08-18,22,2534
07-08-18,23,2894
07-09-18,0,2691
07-09-18,1,2600
07-09-18,2,1874
07-09-18,3,2077
07-09-18,4,2118
07-09-18,5,2482
07-09-18,6,2869
07-09-18,7,3330
07-09-18,8,3487
07-09-18,9,2320
07-09-18,10,2421
07-09-18,11,2750
07-09-18,12,2851
07-09-18,13,2222
07-09-18,14,2272
07-09-18,15,2605
07-09-18,16,2451
07-09-18,17,3185
07-09-18,18,2606
07-09-18,19,2337
07-09-18,20,2500
07-09-18,21,2459
07-09-18,22,1879
07-09-18,23,1987
07-10-18,0,2061
07-10-18,1,1937
07-10-18,2,1817
07-10-18,3,2654
07-10-18,4,2524
07-10-18,5,2784
07-10-18,6,2911
07-10-18,7,3142
07-10-18,8,3569
07-10-18,9,3012
07-10-18,10,2797
07-10-18,11,2621
07-10-18,12,2597
07-10-18,13,2203
07-10-18,14,2441
07-10-18,15,2698
07-10-18,16,2527
07-10-18,17,2310
07-10-18,18,2217
07-10-18,19,2686
07-10-18,20,2281
07-10-18,21,2745
07-10-18,22,2608
07-10-18,23,2961
07-11-18,0,2444
07-11-18,1,2067
07-11-18,2,2546
07-11-18,3,2591
07-11-18,4,2104
07-11-18,5,2373
07-11-18,6,2683
07-11-18,7,2761
07-11-18,8,2631
07-11-18,9,2897
07-11-18,10,2476
07-11-18,11,2472
07-11-18,12,2665
07-11-18,13,2613
07-11-18,14,2629
07-11-18,15,2810
07-11-18,16,2642
07-11-18,17,2480
07-11-18,18,2090
07-11-18,19,2399
07-11-18,20,2690
07-11-18,21,2064
07-11-18,22,1978
07-11-18,23,2218
07-12-18,0,2874
07-12-18,1,1966
07-12-18,2,2194
07-12-18,3,2788
07-12-18,4,2080
07-12-18,5,2171
07-12-18,6,2244
07-12-18,7,3632
07-12-18,8,2798
07-12-18,9,3028
07-12-18,10,2633
07-12-18,11,2641
07-12-18,12,2043
07-12-18,13,1950
07-12-18,14,2649
07-12-18,15,2523
07-12-18,16,2739
07-12-18,17,2347
07-12-18,18,2473
07-12-18,19,2619
07-12-18,20,2261
07-12-18,21,2376
07-12-18,22,2423
07-12-18,23,2309
07-13-18,0,2658
07-13-18,1,2520
07-13-18,2,2546
07-13-18,3,2321
07-13-18,4,2243
07-13-18,5,2395
07-13-18,6,2677
07-13-18,7,2742
07-13-18,8,2761
07-13-18,9,2189
07-13-18,10,2988
07-13-18,11,2222
07-13-18,12,2133
07-13-18,13,2679
07-13-18,14,2050
07-13-18,15,2265
07-13-18,16,2275
07-13-18,17,2324
07-13-18,18,2711
07-13-18,19,2185
07-13-18,20,2683
07-13-18,21,2080
07-13-18,22,2480
07-13-18,23,2297
07-14-18,0,2248
07-14-18,1,1933
07-14-18,2,1855
07-14-18,3,2144
07-14-18,4,2431
07-14-18,5,2193
07-14-18,6,2653
07-14-18,7,3418
07-14-18,8,3707
07-14-18,9,2683
07-14-18,10,2554
07-14-18,11,2650
07-14-18,12,2538
07-14-18,13,2470
07-14-18,14,2597
07-14-18,15,2755
07-14-18,16,2447
07-14-18,17,3174
07-14-18,18,2175
07-14-18,19,2750
07-14-18,20,2619
07-14-18,21,2749
07-14-18,22,1960
07-14-18,23,2334
07-15-18,0,2802
07-15-18,1,2373
07-15-18,2,2657
07-15-18,3,2287
07-15-18,4,2585
07-15-18,5,2225
07-15-18,6,2296
07-15-18,7,2974
07-15-18,8,3056
07-15-18,9,2866
07-15-18,10,2987
07-15-18,11,2192
07-15-18,12,1997
07-15-18,13,2815
07-15-18,14,1990
07-15-18,15,2383
07-15-18,16,2606
07-15-18,17,2943
07-15-18,18,2481
07-15-18,19,2772
07-15-18,20,2810
07-15-18,21,2018
07-15-18,22,2705
07-15-18,23,2924
07-16-18,0,2998
07-16-18,1,2049
07-16-18,2,2284
07-16-18,3,2428
07-16-18,4,2529
07-16-18,5,2596
07-16-18,6,2263
07-16-18,7,3747
07-16-18,8,3293
07-16-18,9,2897
07-16-18,10,2905
07-16-18,11,2405
07-16-18,12,1997
07-16-18,13,2486
07-16-18,14,2006
07-16-18,15,2736
07-16-18,16,2677
07-16-18,17,3038
07-16-18,18,2293
07-16-18,19,2075
07-16-18,20,2155
07-16-18,21,2762
07-16-18,22,2679
07-16-18,23,2667
07-17-18,0,2672
07-17-18,1,2129
07-17-18,2,2099
07-17-18,3,2460
07-17-18,4,2801
07-17-18,5,2438
07-17-18,6,2129
07-17-18,7,3004
07-17-18,8,3383
07-17-18,9,3083
07-17-18,10,2431
07-17-18,11,2372
07-17-18,12,1933
07-17-18,13,2353
07-17-18,14,2902
07-17-18,15,2463
07-17-18,16,2334
07-17-18,17,3065
07-17-18,18,2242
07-17-18,19,2130
07-17-18,20,2704
07-17-18,21,2721
07-17-18,22,2037
07-17-18,23,2343
07-18-18,0,2096
07-18-18,1,2607
07-18-18,2,2284
07-18-18,3,1979
07-18-18,4,2128
07-18-18,5,2858
07-18-18,6,2562
07-18-18,7,3149
07-18-18,8,2925
07-18-18,9,2132
07-18-18,10,2761
07-18-18,11,2783
07-18-18,12,2453
07-18-18,13,2688
07-18-18,14,2103
07-18-18,15,2651
07-18-18,16,2387
07-18-18,17,2722
07-18-18,18,2623
07-18-18,19,2271
07-18-18,20,1977
07-18-18,21,2334
07-18-18,22,2266
07-18-18,23,2854
07-19-18,0,2323
07-19-18,1,2232
07-19-18,2,2218
07-19-18,3,2670
07-19-18,4,2009
07-19-18,5,3032
07-19-18,6,3110
07-19-18,7,3259
07-19-18,8,2787
07-19-18,9,3096
07-19-18,10,2182
07-19-18,11,2576
07-19-18,12,2467
07-19-18,13,2427
07-19-18,14,2901
07-19-18,15,2232
07-19-18,16,2865
07-19-18,17,2970
07-19-18,18,2961
07-19-18,19,2299
07-19-18,20,2787
07-19-18,21,2135
07-19-18,22,1928
07-19-18,23,2728
07-20-18,0,2663
07-20-18,1,2581
07-20-18,2,1870
07-20-18,3,2625
07-20-18,4,2887
07-20-18,5,2268
07-20-18,6,3061
07-20-18,7,3008
07-20-18,8,3126
07-20-18,9,3028
07-20-18,10,2619
07-20-18,11,1934
07-20-18,12,2296
07-20-18,13,2147
07-20-18,14,2478
07-20-18,15,2137
07-20-18,16,2871
07-20-18,17,2408
07-20-18,18,2927
07-20-18,19,2840
07-20-18,20,2073
07-20-18,21,2117
07-20-18,22,2062
07-20-18,23,2532
07-21-18,0,2060
07-21-18,1,2464
07-21-18,2,2423
07-21-18,3,2318
07-21-18,4,1978
07-21-18,5,2863
07-21-18,6,2254
07-21-18,7,3046
07-21-18,8,2825
07-21-18,9,2693
07-21-18,10,2901
07-21-18,11,2657
07-21-18,12,2849
07-21-18,13,2661
07-21-18,14,1993
07-21-18,15,2672
07-21-18,16,2233
07-21-18,17,2538
07-21-18,18,2109
07-21-18,19,2166
07-21-18,20,2334
07-21-18,21,2216
07-21-18,22,1908
07-21-18,23,1997
07-22-18,0,2199
07-22-18,1,2452
07-22-18,2,2610
07-22-18,3,2685
07-22-18,4,2305
07-22-18,5,2087
07-22-18,6,2187
07-22-18,7,3247
07-22-18,8,3344
07-22-18,9,2321
07-22-18,10,2267
07-22-18,11,2556
07-22-18,12,2405
07-22-18,13,2016
07-22-18,14,2572
07-22-18,15,2540
07-22-18,16,2547
07-22-18,17,2185
07-22-18,18,2480
07-22-18,19,2119
07-22-18,20,2641
07-22-18,21,2610
07-22-18,22,2457
07-22-18,23,2728
07-23-18,0,2140
07-23-18,1,2842
07-23-18,2,2417
07-23-18,3,2185
07-23-18,4,2000
07-23-18,5,2531
07-23-18,6,3095
07-23-18,7,2946
07-23-18,8,3451
07-23-18,9,2827
07-23-18,10,2763
07-23-18,11,2819
07-23-18,12,2605
07-23-18,13,2737
07-23-18,14,2631
07-23-18,15,2069
07-23-18,16,2423
07-23-18,17,3133
07-23-18,18,2957
07-23-18,19,2442
07-23-18,20,2357
07-23-18,21,1912
07-23-18,22,2241
07-23-18,23,2029
07-24-18,0,2176
07-24-18,1,2795
07-24-18,2,2390
07-24-18,3,2576
07-24-18,4,2599
07-24-18,5,2926
07-24-18,6,2098
07-24-18,7,3647
07-24-18,8,2770
07-24-18,9,2794
07-24-18,10,2097
07-24-18,11,2444
07-24-18,12,2844
07-24-18,13,2146
07-24-18,14,2876
07-24-18,15,2726
07-24-18,16,2574
07-24-18,17,2573
07-24-18,18,2100
07-24-18,19,2354
07-24-18,20,1998
07-24-18,21,2271
07-24-18,22,2188
07-24-18,23,2189
07-25-18,0,2364
07-25-18,1,2224
07-25-18,2,2672
07-25-18,3,2035
07-25-18,4,2091
07-25-18,5,2074
07-25-18,6,2721
07-25-18,7,3822
07-25-18,8,2865
07-25-18,9,2190
07-25-18,10,2477
07-25-18,11,2754
07-25-18,12,2432
07-25-18,13,2182
07-25-18,14,2378
07-25-18,15,2415
07-25-18,16,2480
07-25-18,17,2325
07-25-18,18,2567
07-25-18,19,2932
07-25-18,20,2879
07-25-18,21,2780
07-25-18,22,2325
07-25-18,23,2324
07-26-18,0,2673
07-26-18,1,2751
07-26-18,2,2170
07-26-18,3,2503
07-26-18,4,2202
07-26-18,5,2310
07-26-18,6,3078
07-26-18,7,3015
07-26-18,8,3338
07-26-18,9,2135
07-26-18,10,2902
07-26-18,11,2500
07-26-18,12,1963
07-26-18,13,2303
07-26-18,14,2435
07-26-18,15,2362
07-26-18,16,2984
07-26-18,17,2735
07-26-18,18,2241
07-26-18,19,2949
07-26-18,20,2323
07-26-18,21,2513
07-26-18,22,2318
07-26-18,23,2207
07-27-18,0,2687
07-27-18,1,1988
07-27-18,2,1884
07-27-18,3,2165
07-27-18,4,1984
07-27-18,5,2728
07-27-18,6,2939
07-27-18,7,3706
07-27-18,8,3410
07-27-18,9,2174
07-27-18,10,2171
07-27-18,11,2537
07-27-18,12,1923
07-27-18,13,2308
07-27-18,14,2679
07-27-18,15,2966
07-27-18,16,2443
07-27-18,17,3208
07-27-18,18,2606
07-27-18,19,2627
07-27-18,20,2392
07-27-18,21,2315
07-27-18,22,2010
07-27-18,23,2182
07-28-18,0,2036
07-28-18,1,2210
07-28-18,2,2342
07-28-18,3,2632
07-28-18,4,2344
07-28-18,5,2515
07-28-18,6,2675
07-28-18,7,3513
07-28-18,8,2581
07-28-18,9,2134
07-28-18,10,2581
07-28-18,11,2553
07-28-18,12,2754
07-28-18,13,2278
07-28-18,14,2910
07-28-18,15,2116
07-28-18,16,2563
07-28-18,17,3097
07-28-18,18,2690
07-28-18,19,2746
07-28-18,20,1972
07-28-18,21,2082
07-28-18,22,2111
07-28-18,23,2541
07-29-18,0,2248
07-29-18,1,2174
07-29-18,2,1883
07-29-18,3,1927
07-29-18,4,2768
07-29-18,5,2364
07-29-18,6,3106
07-29-18,7,3374
07-29-18,8,3153
07-29-18,9,2384
07-29-18,10,2682
07-29-18,11,2389
07-29-18,12,2654
07-29-18,13,2389
07-29-18,14,2217
07-29-18,15,2445
07-29-18,16,3007
07-29-18,17,2372
07-29-18,18,2766
07-29-18,19,2264
07-29-18,20,2171
07-29-18,21,2052
07-29-18,22,2260
07-29-18,23,2327
07-30-18,0,2063
07-30-18,1,2465
07-30-18,2,2383
07-30-18,3,2733
07-30-18,4,2581
07-30-18,5,2547
07-30-18,6,2802
07-30-18,7,2628
07-30-18,8,2567
07-30-18,9,2896
07-30-18,10,2069
07-30-18,11,2622
07-30-18,12,1919
07-30-18,13,2774
07-30-18,14,2663
07-30-18,15,2447
07-30-18,16,2779
07-30-18,17,2382
07-30-18,18,2621
07-30-18,19,2439
07-30-18,20,2655
07-30-18,21,2199
07-30-18,22,2155
07-30-18,23,2531
07-31-18,0,2762
07-31-18,1,2529
07-31-18,2,2504
07-31-18,3,2046
07-31-18,4,2525
07-31-18,5,2408
07-31-18,6,2338
07-31-18,7,3885
07-31-18,8,3133
07-31-18,9,2563
07-31-18,10,2210
07-31-18,11,2463
07-31-18,12,2242
07-31-18,13,2074
07-31-18,14,2704
